feature1,feature2,feature3,target
0.1198653673336828,0.33761517140362796,0.9429097039125192,3.6154671062974457
0.32320293202075523,0.5187906217433661,0.7030189588951778,2.605596415587225
0.363629602379294,0.9717820827209607,0.9624472949421112,3.213829665149062
0.25178229582536416,0.49724850589238545,0.30087830981676966,0.8975974644402022
0.2848404943774676,0.036886947354532795,0.6095643339798968,3.4181838441572823
0.5026790232288615,0.05147875124998935,0.27864646423661144,3.1020702730080054
0.9082658859666537,0.23956189066697242,0.1448948720912231,4.072394715986912
0.489452760277563,0.9856504541106007,0.2420552715115004,0.09109708938284622
0.6721355474058786,0.7616196153287176,0.23763754399239967,2.8463020485608714
0.7282163486118596,0.3677831327192532,0.6323058305935795,3.366370377316069
0.6335297107608947,0.5357746840747585,0.0902897700544083,1.431071152213456
0.835302495589238,0.32078006497173583,0.18651851039985423,3.3222312494605664
0.040775141554763916,0.5908929431882418,0.6775643618422824,1.811680490301836
0.016587828927856152,0.512093058299281,0.22649577519793795,-0.37149537446961045
0.6451727904094499,0.17436642900499144,0.690937738102466,4.5690617356543175
0.3867353463005374,0.9367299887367345,0.13752094414599325,-0.21630295616703152
0.3410663510502585,0.11347352124058907,0.9246936182785628,4.370877280836872
0.877339353380981,0.2579416277151556,0.659984046034179,5.619541714050351
0.8172222002012158,0.5552008115994623,0.5296505783560065,4.04698613391188
0.24185229090045168,0.09310276780589921,0.8972157579533268,3.9026857167227624
0.9004180571633305,0.6331014572732679,0.3390297910487007,3.6911793874365486
0.3492095746126609,0.7259556788702394,0.8971102599525771,3.512412953652447
0.8870864242651173,0.7798755458576239,0.6420316461542878,4.519609037249294
0.08413996499504883,0.16162871409461377,0.8985541885270792,3.8802636243635664
0.6064290596595899,0.009197051616629648,0.1014715428660321,2.095496271578398
0.6635017691080558,0.005061583846218687,0.16080805141749865,2.675274709757268
0.5487337893665861,0.6918951976926933,0.6519612595026005,3.5182697079696976
0.22426930946055978,0.7121792213475359,0.23724908749680007,0.6147656231208202
0.3253996981592677,0.7464914051180241,0.6496328990472147,2.233996932528173
0.8492234104941779,0.6576128923003434,0.5683086033354716,3.9889542571252132
0.09367476782809248,0.3677158030594335,0.26520236768172545,1.2920719999005708
0.24398964337908358,0.9730105547524456,0.3930977246667604,0.1845478465710279
0.8920465551771133,0.6311386259972629,0.7948113035416484,5.3126795958769835
0.5026370931051921,0.5769038846263591,0.4925176938188639,2.4743965056739627
0.1952429877980445,0.7224521152615053,0.2807723624408558,0.2526950749199581
0.02431596643145384,0.6454722959071678,0.17711067940704894,0.05199243431754352
0.9404585843529143,0.9539285770025874,0.9148643902204485,5.455913626605835
0.3701587002554444,0.015456616528867428,0.9283185625877254,5.384671286187541
0.42818414831731433,0.9666548190436696,0.9636199770892528,4.072554192957437
0.8530094554673601,0.2944488920695857,0.38509772860192526,3.9475281452206694
0.8511366715168569,0.31692200515627766,0.1694927466860925,3.364081812388296
0.5568012624583502,0.936154774160781,0.696029796674973,2.7054806786858276
0.570061170089365,0.09717649377076854,0.6150072266991697,4.42297319081214
0.9900538501042633,0.14008401523652403,0.5183296523637367,5.193267527162978
0.8773730719279554,0.7407686177542044,0.697015740995268,4.425829462716866
0.7024840839871093,0.35949115121975517,0.29359184426449336,3.211657881291802
0.8093611554785136,0.8101133946791808,0.8670723185801037,4.2717161875201155
0.9132405525564713,0.5113423988609378,0.5015162946871996,5.225915952817303
0.7982951789667752,0.6499639307777652,0.7019668772577033,3.7989640831091447
0.795792669436101,0.8900053418175663,0.3379951568515358,1.7501499804034981
0.375582952639944,0.093981939840869,0.578280140996174,4.018752455292796
0.035942273796742086,0.46559801813246016,0.5426446347075766,1.7610118078354513
0.2865412521282844,0.5908332605690108,0.03050024993904943,0.2552887695932492
0.03734818874921442,0.8226005606596583,0.3601906414112629,0.24045285958012558
0.12706051265188478,0.5222432600548044,0.7699935530986108,2.474076100142974
0.21582102749684318,0.6228904758190003,0.085347464993768,-0.5976446811668932
